Name,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassCoupledModified,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxEssentialKnots,MaxInheritanceTree,MaxNesting,MinEssentialKnots,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,CountDeclInstanceVariablePrivate,CountDeclInstanceVariableProtected,CountDeclInstanceVariablePublic,CountLine_Html,CountLine_Javascript,CountLine_Php,CountLineBlank_Html,CountLineBlank_Javascript,CountLineBlank_Php,CountLineCode_Javascript,CountLineCode_Php,CountLineComment_Html,CountLineComment_Javascript,CountLineComment_Php,CountStmtDecl_Javascript,CountStmtDecl_Php,CountStmtExe_Javascript,CountStmtExe_Php
Directory Structure/AntennaPod/core/src/main/java/de/danoeh/antennapod/core/util,1.94,1.85,2.16,1.26,101.74,13.89,72.82,15.76,0,43,212,88,284,38,308,341,118,553,264,27,134,8,384,3866,528,2767,1060,1461,599,825,0,1391,1988,1009,1159,602,575,671,390,319,15,12,15,9,78,2,5,0,0,0.22,602,575,671,390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/core/src/main/java/de/danoeh/antennapod/core/widget,3.25,3.25,4,1.25,133,14,109.5,9.5,0,3,10,4,8,2,8,6,12,16,9,0,6,2,8,266,28,219,83,132,19,142,0,135,161,81,97,26,26,32,10,10,14,14,19,3,7,3,3,0,0,0.09,26,26,32,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/core/src/main/java/de/danoeh/antennapod/core/export/favorites,2,2,2.29,1,139,31,100,8,0,1,0,10,7,1,7,12,0,12,6,0,8,0,4,139,31,100,48,60,8,14,0,64,80,47,47,14,14,16,7,2,3,3,4,1,2,1,2,0,0,0.08,14,14,16,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/core/src/main/java/de/danoeh/antennapod/core/export/html,1.5,1.5,1.5,1,51,7,39,5,0,1,0,2,2,1,2,4,0,4,2,0,0,0,4,51,7,39,19,20,5,3,0,29,34,18,19,3,3,3,2,0,2,2,2,1,0,1,1,0,0,0.13,3,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/core/src/main/java/de/danoeh/antennapod/core/export/opml,2.23,2.15,2.31,1,57.75,10.5,43.25,4,0,4,0,26,13,4,13,26,12,26,13,0,2,0,24,231,42,173,69,98,16,62,0,107,140,67,79,29,28,30,13,4,14,13,15,1,4,2,5,0,0,0.09,29,28,30,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/core/src/main/java/de/danoeh/antennapod/core/feed/util,2.43,2.43,2.86,1.29,59.5,8.5,43.5,7.5,0,2,10,2,7,2,7,4,0,14,7,0,4,0,10,119,17,87,37,38,15,21,0,39,58,33,28,17,17,20,9,7,6,6,8,3,3,1,4,0,0,0.17,17,17,20,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/core/src/main/java/de/danoeh/antennapod/core/service/download,2.3,2.29,2.53,1.39,145.89,19,117.89,9.56,0,23,68,74,177,18,179,261,150,329,178,3,88,6,232,2626,342,2122,769,1224,172,38259,0,1201,1596,737,1009,411,410,452,249,285,38,38,52,18,174,2,4,0,0,0.08,411,410,452,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/core/src/main/java/de/danoeh/antennapod/core/service/playback,2.15,2.08,2.52,1.17,528.63,59.88,417,53.38,0,26,14,92,320,8,323,499,170,513,309,33,112,6,362,4229,479,3336,936,2101,427,1391,0,1673,2282,853,1577,694,671,813,379,317,27,19,34,24,102,2,4,0,0,0.13,694,671,813,379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/core/src/main/java/de/danoeh/antennapod/core/service/download/handler,2.47,2.47,2.65,1,67.8,9,54.4,4.6,0,5,0,8,17,5,17,34,26,34,17,0,4,0,30,339,45,272,120,136,23,105,0,167,211,116,109,42,42,45,17,16,10,10,12,1,7,1,3,0,0,0.08,42,42,45,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/core/src/main/java/de/danoeh/antennapod/core/storage/mapper,4,3.57,4,1,64,5.5,52,6.67,0,6,12,0,7,6,7,2,0,14,7,0,2,0,12,384,33,312,176,224,40,2202,0,195,227,170,160,28,25,28,7,16,15,15,15,1,7,1,1,0,0,0.13,28,25,28,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/core/src/main/java/de/danoeh/antennapod/core/sync/queue,1.84,1.84,1.95,1.16,103.5,15,88.5,0,0,2,10,8,19,2,19,22,2,32,16,0,2,8,22,207,30,177,63,109,0,34,0,86,119,60,78,35,35,37,22,12,5,5,7,4,3,1,2,0,0,0,35,35,37,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/core/src/main/java/de/danoeh/antennapod/core/util/comparator,2,2,3,1.75,18.75,4.75,12.25,1.75,0,4,0,0,4,4,4,8,0,8,4,0,0,0,8,75,19,49,23,16,7,8,0,20,32,20,12,8,8,12,7,4,4,4,5,4,3,1,1,0,0,0.14,8,8,12,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/core/src/main/java/de/danoeh/antennapod/core/util/download,1.38,1.38,1.44,1,104.5,16.5,76.5,11.5,0,2,18,8,16,2,16,10,2,28,14,0,12,0,16,209,33,153,73,80,23,22,0,77,99,63,48,22,22,23,16,5,3,3,3,1,2,2,1,0,0,0.15,22,22,23,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/core/src/main/java/de/danoeh/antennapod/core/util/gui,1.32,1.32,1.42,0.95,71.67,12,57.67,2,0,4,24,18,18,3,19,11,6,35,17,1,20,0,14,215,36,173,66,102,6,25,0,68,96,61,44,25,25,27,18,3,2,2,3,1,1,1,1,0,0,0.03,25,25,27,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/core/src/main/java/de/danoeh/antennapod/core/util/playback,1.64,1.5,1.8,0.96,142.13,21.75,106.13,14.75,0,11,14,20,85,8,109,179,46,193,85,23,22,8,140,1137,174,849,309,441,118,214,0,428,600,290,345,179,164,196,105,86,12,12,13,8,21,2,5,0,0,0.14,179,164,196,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/core/src/main/java/de/danoeh/antennapod/core/util/syndication,2.45,2.45,3,1,101,12.5,59,31,0,3,4,4,11,2,11,18,2,22,11,0,8,0,14,202,25,118,56,57,62,25,0,62,91,56,50,27,27,33,11,7,6,6,9,1,3,1,4,0,0,0.53,27,27,33,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/core/src/main/res/color,0,0,0,0,5,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/core/src/main/res/drawable,0,0,0,0,8.05,0.1,7.91,0.03,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,708,9,696,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/core/src/main/res/drawable-anydpi-v26,0,0,0,0,9,0,9,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,36,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/core/src/main/res/drawable-v21,0,0,0,0,55,6,48,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,55,6,48,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/core/src/main/res/layout,0,0,0,0,56,7,49,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,224,28,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/core/src/main/res/mipmap-anydpi-v26,0,0,0,0,5,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/core/src/main/res/values,0,0,0,0,151.89,13.78,132.78,5.33,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1367,124,1195,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/core/src/main/res/values-ar,0,0,0,0,823,1,782,40,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,823,1,782,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/core/src/main/res/values-ast,0,0,0,0,603,0,563,40,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,603,0,563,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/core/src/main/res/values-br,0,0,0,0,798,0,758,40,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,798,0,758,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/core/src/main/res/values-ca,0,0,0,0,752,0,712,40,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,752,0,712,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/core/src/main/res/values-cs,0,0,0,0,764,0,724,40,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,764,0,724,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/core/src/main/res/values-da,0,0,0,0,794,0,754,40,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,794,0,754,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/core/src/main/res/values-de,0,0,0,0,753,0,713,40,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,753,0,713,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/core/src/main/res/values-es,0,0,0,0,752,0,712,40,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,752,0,712,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/core/src/main/res/values-et,0,0,0,0,738,0,698,40,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,738,0,698,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/core/src/main/res/values-eu,0,0,0,0,754,0,714,40,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,754,0,714,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/core/src/main/res/values-fa,0,0,0,0,752,0,712,40,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,752,0,712,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/core/src/main/res/values-fi,0,0,0,0,647,0,607,40,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,647,0,607,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/core/src/main/res/values-fr,0,0,0,0,794,0,754,40,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,794,0,754,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/core/src/main/res/values-gl,0,0,0,0,794,0,754,40,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,794,0,754,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/core/src/main/res/values-hu,0,0,0,0,752,0,712,40,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,752,0,712,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/core/src/main/res/values-it,0,0,0,0,752,0,712,40,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,752,0,712,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/core/src/main/res/values-iw,0,0,0,0,830,0,790,40,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,830,0,790,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/core/src/main/res/values-ja,0,0,0,0,560,0,520,40,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,560,0,520,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/core/src/main/res/values-ko,0,0,0,0,686,0,646,40,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,686,0,646,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/core/src/main/res/values-lt,0,0,0,0,786,0,746,40,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,786,0,746,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/core/src/main/res/values-nb,0,0,0,0,728,0,688,40,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,728,0,688,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/core/src/main/res/values-nl,0,0,0,0,752,0,712,40,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,752,0,712,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/core/src/main/res/values-pl,0,0,0,0,787,0,747,40,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,787,0,747,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/core/src/main/res/values-pt,0,0,0,0,752,0,712,40,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,752,0,712,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/core/src/main/res/values-pt-rBR,0,0,0,0,752,0,712,40,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,752,0,712,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/core/src/main/res/values-ro,0,0,0,0,769,0,729,40,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,769,0,729,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/core/src/main/res/values-ru,0,0,0,0,786,0,746,40,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,786,0,746,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/core/src/main/res/values-sk,0,0,0,0,786,0,746,40,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,786,0,746,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/core/src/main/res/values-sl,0,0,0,0,786,0,746,40,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,786,0,746,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/core/src/main/res/values-sv,0,0,0,0,752,0,712,40,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,752,0,712,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/core/src/main/res/values-tr,0,0,0,0,677,0,637,40,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,677,0,637,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/core/src/main/res/values-uk,0,0,0,0,786,0,746,40,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,786,0,746,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/core/src/main/res/values-v21,0,0,0,0,11,2,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/core/src/main/res/values-v23,0,0,0,0,11,2,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/core/src/main/res/values-v27,0,0,0,0,5,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/core/src/main/res/values-zh-rCN,0,0,0,0,777,0,737,40,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,777,0,737,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/core/src/main/res/values-zh-rTW,0,0,0,0,683,0,643,40,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,683,0,643,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/core/src/play/java,1,1,1,1,28,5,23,0,0,1,4,2,2,1,2,0,0,4,2,4,0,0,0,28,5,23,14,10,0,2,0,15,18,12,9,2,2,2,2,0,1,1,1,1,0,1,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/core/src/play/java/de,1,1,1,1,28,5,23,0,0,1,4,2,2,1,2,0,0,4,2,4,0,0,0,28,5,23,14,10,0,2,0,15,18,12,9,2,2,2,2,0,1,1,1,1,0,1,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/core/src/play/java/de/danoeh,1,1,1,1,28,5,23,0,0,1,4,2,2,1,2,0,0,4,2,4,0,0,0,28,5,23,14,10,0,2,0,15,18,12,9,2,2,2,2,0,1,1,1,1,0,1,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/core/src/play/java/de/danoeh/antennapod,1,1,1,1,28,5,23,0,0,1,4,2,2,1,2,0,0,4,2,4,0,0,0,28,5,23,14,10,0,2,0,15,18,12,9,2,2,2,2,0,1,1,1,1,0,1,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/core/src/play/java/de/danoeh/antennapod/core,1,1,1,1,28,5,23,0,0,1,4,2,2,1,2,0,0,4,2,4,0,0,0,28,5,23,14,10,0,2,0,15,18,12,9,2,2,2,2,0,1,1,1,1,0,1,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/core/src/play/java/de/danoeh/antennapod/core/service,1,1,1,1,28,5,23,0,0,1,4,2,2,1,2,0,0,4,2,4,0,0,0,28,5,23,14,10,0,2,0,15,18,12,9,2,2,2,2,0,1,1,1,1,0,1,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/core/src/play/java/de/danoeh/antennapod/core/service/playback,1,1,1,1,28,5,23,0,0,1,4,2,2,1,2,0,0,4,2,4,0,0,0,28,5,23,14,10,0,2,0,15,18,12,9,2,2,2,2,0,1,1,1,1,0,1,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/core/src/test/java,1.44,1.44,1.45,1.05,151.05,24.58,115.74,14.79,0,41,96,76,356,38,356,598,78,694,372,20,98,2,574,5740,934,4398,2031,2624,562,676,0,2829,3431,1784,2232,512,512,516,374,30,9,9,9,6,8,2,4,0,0,0.13,512,512,516,374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/core/src/test/java/android,1.27,1.27,1.45,1.23,143.5,17.5,52.5,73.5,0,2,42,18,22,2,22,2,0,44,22,2,6,0,36,287,35,105,43,46,147,28,0,48,78,42,39,28,28,32,27,8,6,6,9,6,8,1,4,0,0,1.4,28,28,32,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/core/src/test/java/androidx,1.24,1.24,1.24,1.12,138,23,107,8,0,1,0,0,17,1,17,34,4,34,17,0,0,0,34,138,23,107,56,34,8,21,0,39,61,33,31,21,21,21,19,4,4,4,4,3,3,2,2,0,0,0.07,21,21,21,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/core/src/test/java/de,1.46,1.46,1.46,1.03,151.86,25.03,119.6,11.63,0,38,54,58,317,35,317,562,74,616,333,18,92,2,504,5315,876,4186,1932,2544,407,627,0,2742,3292,1709,2162,463,463,463,328,18,9,9,9,4,4,2,4,0,0,0.1,463,463,463,328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/core/src/test/java/android/text,3.5,3.5,5.5,3.5,41,3,21,17,0,1,4,0,2,1,2,0,0,4,2,0,0,0,4,41,3,21,5,10,17,7,0,10,18,6,12,7,7,11,7,8,6,6,9,6,8,1,4,0,0,0.81,7,7,11,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/core/src/test/java/android/util,1.05,1.05,1.05,1,246,32,84,130,0,1,38,18,20,1,20,2,0,40,20,2,6,0,32,246,32,84,38,36,130,21,0,38,60,36,27,21,21,21,20,0,2,2,2,1,0,1,1,0,0,1.55,21,21,21,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
